name,p_appr1,s_appr1,f1_appr1,f1_exact,dataset,fold
srp_Camp.jeju._CP000768,0.625,0.3333333333333333,0.43478260869565216,0.43478260869565216,famfold,srp
srp_Clos.perf._BA000016,0.3548387096774194,0.24444444444444444,0.2894736842105263,0.2894736842105263,famfold,srp
srp_Buch.aphi._AE014017,0.35294117647058826,0.17142857142857143,0.23076923076923078,0.23076923076923078,famfold,srp
srp_Vibr.vuln._AE016807,0.5,0.25925925925925924,0.3414634146341463,0.3414634146341463,famfold,srp
srp_Baci.cere._CP000764,0.08064516129032258,0.05747126436781609,0.06711409395973154,0.06711409395973154,famfold,srp
srp_Enta.inva._GSP-370355,0.32075471698113206,0.18478260869565216,0.23448275862068962,0.23448275862068962,famfold,srp
srp_Zea.mays._CF919998,0.1111111111111111,0.07216494845360824,0.1125,0.0875,famfold,srp
srp_Zea.mays._AY108846,0.15384615384615385,0.08791208791208792,0.15384615384615385,0.1118881118881119,famfold,srp
srp_Cand.trop._GSP-294747,0.14814814814814814,0.1038961038961039,0.12213740458015267,0.12213740458015267,famfold,srp
srp_Haem.infl._U32795,1.0,0.2926829268292683,0.45283018867924524,0.45283018867924524,famfold,srp
srp_Lyco.escu._Z46745,0.2542372881355932,0.14423076923076922,0.18404907975460122,0.18404907975460122,famfold,srp
srp_Neis.meni._AE002098,0.5714285714285714,0.22857142857142856,0.32653061224489793,0.32653061224489793,famfold,srp
srp_Zea.mays._CK327537,0.20754716981132076,0.12359550561797752,0.15492957746478872,0.15492957746478872,famfold,srp
srp_Meth.acet._AE010299,0.2876712328767123,0.21649484536082475,0.2470588235294118,0.2470588235294118,famfold,srp
srp_Neis.meni._AL162755,0.5384615384615384,0.23333333333333334,0.32558139534883723,0.32558139534883723,famfold,srp
srp_Lact.lact._AM406671,0.2,0.125,0.15384615384615385,0.15384615384615385,famfold,srp
srp_Shew.spec._CP000446,0.0,0.0,0.21428571428571427,0.0,famfold,srp
srp_Kleb.pneu._CP000647,0.0,0.0,0.0,0.0,famfold,srp
srp_Homo.sapi._M20910,0.225,0.17647058823529413,0.19780219780219782,0.19780219780219782,famfold,srp
srp_Trit.aest._BQ167677,0.25,0.18055555555555555,0.2096774193548387,0.2096774193548387,famfold,srp
srp_Heli.pylo._AE000511,0.45,0.25,0.32142857142857145,0.32142857142857145,famfold,srp
srp_Dros.viri._GSP-7244,0.2698412698412698,0.17,0.24050632911392406,0.20858895705521474,famfold,srp
srp_Leis.majo._AY722715,0.15789473684210525,0.2,0.3174603174603174,0.17647058823529413,famfold,srp
srp_Zygo.roux._BN000170,0.44642857142857145,0.5102040816326531,0.5052177042101476,0.4761904761904762,famfold,srp
srp_Vibr.chol._CP000627,0.47058823529411764,0.2222222222222222,0.3018867924528302,0.3018867924528302,famfold,srp
srp_Rals.eutr._AM260479,0.5,0.06060606060606061,0.10810810810810813,0.10810810810810813,famfold,srp
srp_Homo.sapi._BU566619,0.23684210526315788,0.17647058823529413,0.20224719101123598,0.20224719101123598,famfold,srp
srp_Yers.pest._CP000668,1.0,0.23076923076923078,0.375,0.375,famfold,srp
srp_Lact.delb._AF496545,0.0,0.0,0.0,0.0,famfold,srp
srp_Clos.acet._AE007525,0.4666666666666667,0.21212121212121213,0.29166666666666663,0.29166666666666663,famfold,srp
srp_Sphi.alas._CP000356,0.3888888888888889,0.22580645161290322,0.2857142857142857,0.2857142857142857,famfold,srp
srp_Nitr.mult._CP000103,0.47058823529411764,0.20512820512820512,0.28571428571428564,0.28571428571428564,famfold,srp
srp_Lyco.escu._Z29110,0.5686274509803921,0.3118279569892473,0.40277777777777785,0.40277777777777785,famfold,srp
srp_Salm.ente._CP000026,0.5333333333333333,0.21052631578947367,0.3018867924528302,0.3018867924528302,famfold,srp
srp_Tryp.bruc._AC159431,0.0392156862745098,0.020202020202020204,0.02666666666666667,0.02666666666666667,famfold,srp
srp_Baci.subt._D11417,0.2777777777777778,0.21978021978021978,0.245398773006135,0.245398773006135,famfold,srp
srp_Myco.spec._CP000384,0.0,0.0,0.0,0.0,famfold,srp
srp_Oryz.sati._AP003253,0.0,0.0,0.0,0.0,famfold,srp
srp_Dros.will._GSP-7260,0.1686746987951807,0.14,0.1639344262295082,0.15300546448087432,famfold,srp
srp_Cory.effi._BA000035,0.0,0.0,0.0,0.0,famfold,srp
srp_Legi.pneu._M31830,0.8888888888888888,0.21052631578947367,0.3404255319148936,0.3404255319148936,famfold,srp
srp_Baci.anth._AE016879,0.2,0.12941176470588237,0.15714285714285714,0.15714285714285714,famfold,srp
srp_Medi.trun._AC146941,0.2857142857142857,0.1797752808988764,0.2482758620689655,0.22068965517241376,famfold,srp
srp_Heli.pylo._AE000524,0.21739130434782608,0.125,0.15873015873015875,0.15873015873015875,famfold,srp
srp_Trep.dent._AE017246,0.0,0.0,0.0,0.0,famfold,srp
srp_Lemu.catt._GSP-9447,0.06666666666666667,0.056818181818181816,0.06134969325153374,0.06134969325153374,famfold,srp
srp_Para.symb._BX908798,0.6923076923076923,0.2903225806451613,0.4090909090909091,0.4090909090909091,famfold,srp
srp_Dros.moja._GSP-7230,0.19230769230769232,0.15,0.16853932584269662,0.16853932584269662,famfold,srp
srp_Meth.mari._CP000745,0.17857142857142858,0.2702702702702703,0.2150537634408602,0.2150537634408602,famfold,srp
srp_Thio.deni._CP000116,0.47058823529411764,0.20512820512820512,0.28571428571428564,0.28571428571428564,famfold,srp
srp_Lyco.escu._Z29104,0.171875,0.10784313725490197,0.14457831325301201,0.13253012048192772,famfold,srp
srp_Sulf.acid._CP000077,0.5972222222222222,0.39814814814814814,0.4888888888888889,0.47777777777777775,famfold,srp
srp_Caul.cres._U49738,0.5333333333333333,0.26666666666666666,0.3555555555555555,0.3555555555555555,famfold,srp
srp_Yarr.lipo._M20837,0.1864406779661017,0.12941176470588237,0.20833333333333334,0.15277777777777776,famfold,srp
srp_Rhod.palu._CP000463,0.3181818181818182,0.23333333333333334,0.2692307692307693,0.2692307692307693,famfold,srp
srp_Clos.teta._AE015936,0.4117647058823529,0.21212121212121213,0.27999999999999997,0.27999999999999997,famfold,srp
srp_Esch.coli._AE014075,0.6666666666666666,0.20512820512820512,0.31372549019607837,0.31372549019607837,famfold,srp
srp_Clos.botu._CP000727,0.020833333333333332,0.014084507042253521,0.016806722689075633,0.016806722689075633,famfold,srp
srp_Sacc.degr._CP000282,0.8888888888888888,0.2857142857142857,0.43243243243243246,0.43243243243243246,famfold,srp
srp_Lyco.escu._Z29111,0.30985915492957744,0.21782178217821782,0.25581395348837205,0.25581395348837205,famfold,srp
srp_Sacc.kluy._AJ550805,0.3875968992248062,0.37037037037037035,0.393939393939394,0.3787878787878788,famfold,srp
srp_Leis.dono._AY722735,0.28,0.5,0.358974358974359,0.358974358974359,famfold,srp
srp_Trit.aest._CA694528,0.37037037037037035,0.26666666666666666,0.3100775193798449,0.3100775193798449,famfold,srp
srp_Sulf.solf._X17239,0.5972222222222222,0.39814814814814814,0.4888888888888889,0.47777777777777775,famfold,srp
srp_Clos.perf._CP000312,0.3548387096774194,0.24444444444444444,0.2894736842105263,0.2894736842105263,famfold,srp
srp_Vibr.harv._CP000789,0.4,0.12903225806451613,0.1951219512195122,0.1951219512195122,famfold,srp
srp_Oryz.sati._AC079888,0.18840579710144928,0.1326530612244898,0.15568862275449102,0.15568862275449102,famfold,srp
srp_Ento.sulc._AF095839,0.39473684210526316,0.2777777777777778,0.3586956521739131,0.32608695652173914,famfold,srp
srp_Ochr.anth._CP000758,0.38461538461538464,0.16129032258064516,0.22727272727272727,0.22727272727272727,famfold,srp
srp_Arab.thal._X72229,0.22448979591836735,0.10784313725490197,0.1456953642384106,0.1456953642384106,famfold,srp
srp_Yers.pest._AJ414155,0.4444444444444444,0.12903225806451613,0.19999999999999998,0.19999999999999998,famfold,srp
srp_Para.bras._EH652573,0.25,0.23809523809523808,0.24390243902439024,0.24390243902439024,famfold,srp
srp_Vibr.chol._AE004188,0.3181818181818182,0.22580645161290322,0.2641509433962264,0.2641509433962264,famfold,srp
srp_Heli.pylo._BD010626,0.3333333333333333,0.1875,0.24000000000000005,0.24000000000000005,famfold,srp
srp_Homo.sapi._BF908767,0.07462686567164178,0.05813953488372093,0.06535947712418301,0.06535947712418301,famfold,srp
srp_Cocc.immi._GSP-396776,0.32786885245901637,0.20202020202020202,0.25,0.25,famfold,srp
srp_Ther.ther._X12643,0.36363636363636365,0.2222222222222222,0.27586206896551724,0.27586206896551724,famfold,srp
srp_Chlo.vulg._AB001684,0.7,0.3684210526315789,0.48275862068965514,0.48275862068965514,famfold,srp
srp_Mus.musc._AC126244,0.08860759493670886,0.06930693069306931,0.07777777777777778,0.07777777777777778,famfold,srp
srp_Yers.ente._AM286415,0.5,0.2,0.5008025682182986,0.28571428571428575,famfold,srp
srp_Proc.mari._CP000576,0.0,0.0,0.0,0.0,famfold,srp
srp_Yarr.lipo._CR382127,0.1864406779661017,0.12941176470588237,0.20833333333333334,0.15277777777777776,famfold,srp
srp_Pseu.stut._CP000304,0.375,0.15789473684210525,0.22222222222222218,0.22222222222222218,famfold,srp
srp_Tryp.bruc._S56681,0.0,0.0,0.0,0.0,famfold,srp
srp_Baci.poly._D11421,0.2465753424657534,0.1978021978021978,0.21951219512195122,0.21951219512195122,famfold,srp
srp_Syne.spec._BX569693,0.5333333333333333,0.24242424242424243,0.3333333333333333,0.3333333333333333,famfold,srp
srp_Stap.aure._BX571857,0.47058823529411764,0.24242424242424243,0.32,0.32,famfold,srp
srp_Proc.mari._BX572093,0.0,0.0,0.18461538461538463,0.0,famfold,srp
srp_Caen.eleg._AY948606,0.421875,0.2727272727272727,0.3312883435582822,0.3312883435582822,famfold,srp
srp_Myco.capr._CP000123,0.0,0.0,0.0,0.0,famfold,srp
srp_Ther.cele._X17240,0.39436619718309857,0.2641509433962264,0.3163841807909604,0.3163841807909604,famfold,srp
srp_Bruc.abor._AE017223,0.25,0.14285714285714285,0.18181818181818182,0.18181818181818182,famfold,srp
srp_Stre.pyog._BA000034,0.15384615384615385,0.07692307692307693,0.10256410256410257,0.10256410256410257,famfold,srp
srp_Mus.musc._AC157822,0.08860759493670886,0.06930693069306931,0.07777777777777778,0.07777777777777778,famfold,srp
srp_Fran.tula._CP000439,0.45,0.25,0.32142857142857145,0.32142857142857145,famfold,srp
srp_Sorg.bico._BE594178,0.1643835616438356,0.13636363636363635,0.17391304347826086,0.14906832298136644,famfold,srp
srp_Zymo.mobi._AE008692,0.5,0.25,0.3333333333333333,0.3333333333333333,famfold,srp
srp_Pseu.aeru._AE004581,0.4090909090909091,0.23076923076923078,0.29508196721311475,0.29508196721311475,famfold,srp
srp_Aero.pern._BA000002,0.4507042253521127,0.31683168316831684,0.40006723819129264,0.372093023255814,famfold,srp
srp_Fran.spec._CP000249,0.0,0.0,0.0,0.0,famfold,srp
srp_Myco.pulm._U06833,0.42105263157894735,0.34782608695652173,0.380952380952381,0.380952380952381,famfold,srp
srp_Ther.ther._AE017306,0.3888888888888889,0.20588235294117646,0.2692307692307692,0.2692307692307692,famfold,srp
srp_Grac.tenu._AY673996,0.0,0.0,0.0,0.0,famfold,srp
srp_Para.bras._CN239248,0.25,0.23809523809523808,0.24390243902439024,0.24390243902439024,famfold,srp
srp_Guil.thet._AF041468,0.6363636363636364,0.25,0.358974358974359,0.358974358974359,famfold,srp
srp_Rals.meta._CP000352,0.5,0.06060606060606061,0.10810810810810813,0.10810810810810813,famfold,srp
srp_Pyro.occu._M21085,0.34285714285714286,0.23300970873786409,0.28901734104046245,0.2774566473988439,famfold,srp
srp_Loxo.afri._GSP-9785,0.2571428571428571,0.17647058823529413,0.20930232558139533,0.20930232558139533,famfold,srp
srp_Nitr.euro._AL954747,0.6666666666666666,0.25,0.36363636363636365,0.36363636363636365,famfold,srp
srp_Dros.anan._CJ969290,0.20270270270270271,0.16666666666666666,0.18292682926829268,0.18292682926829268,famfold,srp
srp_Gibb.zeae._GSP-229533,0.18181818181818182,0.15,0.16438356164383564,0.16438356164383564,famfold,srp
srp_Leis.dono._AY781793,0.28,0.5,0.358974358974359,0.358974358974359,famfold,srp
srp_Esch.coli._BA000007,0.5333333333333333,0.21052631578947367,0.3018867924528302,0.3018867924528302,famfold,srp
srp_Baci.lich._CP000002,0.225,0.20689655172413793,0.2155688622754491,0.2155688622754491,famfold,srp
srp_Aede.aegy._DW714804,0.2987012987012987,0.23,0.25988700564971756,0.25988700564971756,famfold,srp
srp_Humu.lupu._X65984,0.05555555555555555,0.028037383177570093,0.037267080745341616,0.037267080745341616,famfold,srp
srp_Salm.ente._AE016842,0.0,0.0,0.22222222222222224,0.0,famfold,srp
srp_Ther.mela._CP000716,0.0,0.0,0.0,0.0,famfold,srp
srp_Camp.jeju._AL139074,0.4,0.2857142857142857,0.3333333333333333,0.3333333333333333,famfold,srp
srp_Myco.capr._D00560,0.3684210526315789,0.3181818181818182,0.3414634146341463,0.3414634146341463,famfold,srp
srp_Stre.aver._BA000030,0.5333333333333333,0.32,0.4,0.4,famfold,srp
srp_Caen.eleg._AY948607,0.46153846153846156,0.30303030303030304,0.3780487804878049,0.36585365853658536,famfold,srp
srp_Homo.sapi._NR_002715,0.24050632911392406,0.18811881188118812,0.2111111111111111,0.2111111111111111,famfold,srp
srp_Zea.mays._CK700970,0.1111111111111111,0.07216494845360824,0.1125,0.0875,famfold,srp
srp_Erwi.caro._BX950851,0.0,0.0,0.0,0.0,famfold,srp
srp_Rals.sola._AL646052,0.5333333333333333,0.25,0.3404255319148936,0.3404255319148936,famfold,srp
srp_Sola.tube._DR037645,0.5294117647058824,0.3333333333333333,0.42424242424242425,0.409090909090909,famfold,srp
srp_Dani.rrer._CU179657,0.05660377358490566,0.03409090909090909,0.0425531914893617,0.0425531914893617,famfold,srp
srp_Lact.delb._CR954253,0.3333333333333333,0.3157894736842105,0.3243243243243243,0.3243243243243243,famfold,srp
srp_Para.bras._CN241137,0.0,0.0,0.0,0.0,famfold,srp
srp_Azoa.spec._CR555306,0.5,0.06060606060606061,0.10810810810810813,0.10810810810810813,famfold,srp
srp_Cory.glut._BX927148,0.42857142857142855,0.25,0.43902439024390244,0.3157894736842105,famfold,srp
srp_Xyle.fast._AE009442,0.29411764705882354,0.16129032258064516,0.20833333333333331,0.20833333333333331,famfold,srp
srp_Stap.aure._AP009351,0.16666666666666666,0.13636363636363635,0.15,0.15,famfold,srp
srp_Leis.aeth._AY722731,0.043478260869565216,0.08333333333333333,0.11428571428571427,0.057142857142857134,famfold,srp
srp_Burk.mall._CP000546,0.0,0.0,0.0,0.0,famfold,srp
srp_Phyt.infe._CV911012,0.0,0.0,0.0,0.0,famfold,srp
srp_Psyc.sp.._CP000713,0.0,0.0,0.12307692307692308,0.0,famfold,srp
srp_Burk.pseu._CP000572,0.0,0.0,0.0,0.0,famfold,srp
srp_Para.bras._EH655308,0.21428571428571427,0.14285714285714285,0.17142857142857143,0.17142857142857143,famfold,srp
